Date,Sonardyne Time,SSS CoG Easting,SSS CoG Northing,Sonardyne X,Sonardyne Y,Sonardyne Z,Sonardyne Range
2024-09-20,06:14:11.818,474692.5414,6430540.4419,2.90,-110.00,25.70,110.04
2024-09-20,06:14:13.675,474688.5873,6430541.1319,4.20,-110.00,25.60,110.08
2024-09-20,06:14:15.511,474684.6238,6430540.9499,4.70,-110.00,25.70,110.10
2024-09-20,06:14:17.357,474680.6379,6430541.4139,5.80,-110.00,25.70,110.15
2024-09-20,06:14:19.194,474676.6900,6430540.9889,5.90,-110.00,25.60,110.16
2024-09-20,06:14:21.031,474672.5947,6430541.3621,6.80,-109.90,25.70,110.11
2024-09-20,06:14:22.882,474668.5583,6430540.6103,6.50,-109.90,25.70,110.09
2024-09-20,06:14:24.729,474664.5292,6430541.4297,7.70,-109.80,25.60,110.07
2024-09-20,06:14:26.576,474660.5506,6430541.5927,8.20,-109.80,25.60,110.11
2024-09-20,06:14:28.402,474656.5463,6430541.0148,7.90,-109.80,25.60,110.08
2024-09-20,06:14:30.252,474652.5713,6430541.2149,8.30,-109.80,25.50,110.11
2024-09-20,06:14:32.088,474648.5877,6430541.4765,8.70,-109.80,25.60,110.14
2024-09-20,06:14:33.940,474644.5283,6430541.3701,8.50,-109.80,25.40,110.13
2024-09-20,06:14:35.785,474640.5169,6430541.5649,8.60,-109.80,25.50,110.14
2024-09-20,06:14:37.632,474636.5333,6430541.7561,8.70,-109.80,25.50,110.14
2024-09-20,06:14:39.478,474632.5612,6430541.0484,7.80,-109.90,25.40,110.18
2024-09-20,06:14:41.316,474628.5247,6430541.0859,7.60,-109.90,25.50,110.16
2024-09-20,06:14:43.155,474624.5159,6430539.2429,5.60,-110.00,25.50,110.14
2024-09-20,06:14:44.989,474620.5060,6430541.4253,7.50,-109.90,25.50,110.16
2024-09-20,06:14:46.832,474616.5316,6430541.6942,7.60,-109.90,25.50,110.16
2024-09-20,06:14:48.677,474612.4840,6430541.4253,7.10,-109.90,25.50,110.13
2024-09-20,06:14:50.520,474608.4463,6430541.6865,7.20,-109.90,25.50,110.14
2024-09-20,06:14:52.372,474604.4085,6430541.4503,6.70,-109.90,25.40,110.10
2024-09-20,06:14:54.213,474600.4946,6430541.4841,6.60,-110.00,25.40,110.20
2024-09-20,06:14:57.866,474592.5155,6430541.6921,6.20,-110.00,25.40,110.17
2024-09-20,06:14:59.738,474588.4541,6430542.0796,6.40,-110.00,25.40,110.19
2024-09-20,06:15:01.584,474584.4097,6430542.1314,6.20,-110.00,25.40,110.17
2024-09-20,06:15:03.429,474580.3870,6430541.9770,5.80,-110.00,25.40,110.15
2024-09-20,06:15:05.273,474576.3565,6430542.0913,5.80,-110.00,25.40,110.15
2024-09-20,06:15:07.103,474572.3779,6430542.0023,5.50,-110.00,25.50,110.14
2024-09-20,06:15:08.942,474568.4492,6430541.9320,5.30,-110.10,25.40,110.23
2024-09-20,06:15:10.788,474564.4075,6430542.5550,5.90,-110.00,25.40,110.16
2024-09-20,06:15:12.637,474560.3931,6430542.3925,5.60,-110.00,25.50,110.14
