Date,Time,Easting,Northing,Datetime
2024-09-19,21:27:34.269,465160.099000,6431121.563100,2024-09-19 21:27:34.269
2024-09-19,21:27:36.128,465164.175800,6431121.638900,2024-09-19 21:27:36.128
2024-09-19,21:27:37.968,465168.334300,6431121.640400,2024-09-19 21:27:37.968
2024-09-19,21:27:39.816,465172.510600,6431121.334500,2024-09-19 21:27:39.816
2024-09-19,21:27:41.658,465176.672700,6431121.549800,2024-09-19 21:27:41.658
2024-09-19,21:27:43.498,465180.879400,6431121.236800,2024-09-19 21:27:43.498
2024-09-19,21:27:45.347,465185.026000,6431121.282900,2024-09-19 21:27:45.347
2024-09-19,21:27:47.189,465189.158100,6431121.060300,2024-09-19 21:27:47.189
2024-09-19,21:27:49.032,465193.306800,6431121.070200,2024-09-19 21:27:49.032
2024-09-19,21:27:50.857,465197.425600,6431120.883300,2024-09-19 21:27:50.857
2024-09-19,21:27:52.700,465201.538900,6431120.638500,2024-09-19 21:27:52.700
2024-09-19,21:27:54.533,465205.660500,6431120.084300,2024-09-19 21:27:54.533
2024-09-19,21:27:56.373,465210.261700,6431120.139900,2024-09-19 21:27:56.373
2024-09-19,21:27:58.210,465214.556200,6431120.413900,2024-09-19 21:27:58.210
2024-09-19,21:28:00.035,465218.669900,6431120.184900,2024-09-19 21:28:00.035
2024-09-19,21:28:01.873,465222.913600,6431119.865700,2024-09-19 21:28:01.873
2024-09-19,21:28:03.726,465227.046700,6431119.812400,2024-09-19 21:28:03.726
2024-09-19,21:28:07.387,465235.294500,6431119.569300,2024-09-19 21:28:07.387
2024-09-19,21:28:09.242,465239.549800,6431118.778300,2024-09-19 21:28:09.242
2024-09-19,21:28:11.089,465243.696200,6431118.807700,2024-09-19 21:28:11.089
2024-09-19,21:28:12.934,465247.835400,6431118.730300,2024-09-19 21:28:12.934
2024-09-19,21:28:14.761,465251.972500,6431118.541100,2024-09-19 21:28:14.761
2024-09-19,21:28:16.596,465256.113600,6431118.728200,2024-09-19 21:28:16.596
2024-09-19,21:28:18.459,465260.297600,6431118.617700,2024-09-19 21:28:18.459
2024-09-19,21:28:20.285,465264.278200,6431118.247000,2024-09-19 21:28:20.285
2024-09-19,21:28:22.156,465268.487900,6431117.813600,2024-09-19 21:28:22.156
2024-09-19,21:28:24.009,465272.601600,6431117.842700,2024-09-19 21:28:24.009
2024-09-19,21:28:25.853,465276.883100,6431117.847900,2024-09-19 21:28:25.853
2024-09-19,21:28:27.692,465280.928000,6431117.249300,2024-09-19 21:28:27.692
2024-09-19,21:28:29.536,465285.093500,6431117.459100,2024-09-19 21:28:29.536
2024-09-19,21:28:31.364,465289.142200,6431116.386700,2024-09-19 21:28:31.364
2024-09-19,21:28:33.215,465293.305600,6431116.802900,2024-09-19 21:28:33.215
2024-09-19,21:28:35.045,465297.367700,6431116.996800,2024-09-19 21:28:35.045
2024-09-19,21:28:36.887,465301.391700,6431116.674100,2024-09-19 21:28:36.887
2024-09-19,21:28:38.729,465305.504900,6431117.000100,2024-09-19 21:28:38.729
2024-09-19,21:28:40.569,465309.623000,6431116.349400,2024-09-19 21:28:40.569
2024-09-19,21:28:42.403,465376.895500,6431117.390400,2024-09-19 21:28:42.403
2024-09-19,21:28:44.259,465318.011600,6431115.628300,2024-09-19 21:28:44.259
2024-09-19,21:28:46.084,465322.100500,6431115.866900,2024-09-19 21:28:46.084
2024-09-19,21:28:47.907,465326.178000,6431115.860400,2024-09-19 21:28:47.907
2024-09-19,21:28:49.752,465330.303100,6431115.513300,2024-09-19 21:28:49.752
2024-09-19,21:28:51.604,465334.439800,6431115.134300,2024-09-19 21:28:51.604
2024-09-19,21:28:53.449,465338.561800,6431115.301900,2024-09-19 21:28:53.449
2024-09-19,21:28:55.287,465342.668200,6431114.978900,2024-09-19 21:28:55.287
2024-09-19,21:28:57.123,465346.770700,6431114.962300,2024-09-19 21:28:57.123
2024-09-19,21:28:58.965,465414.391300,6431115.690200,2024-09-19 21:28:58.965
2024-09-19,21:29:00.837,465355.088400,6431114.674300,2024-09-19 21:29:00.837
2024-09-19,21:29:02.672,465359.159700,6431114.245600,2024-09-19 21:29:02.672
2024-09-19,21:29:04.509,465363.268500,6431114.154100,2024-09-19 21:29:04.509
2024-09-19,21:29:06.360,465367.448000,6431114.226500,2024-09-19 21:29:06.360
2024-09-19,21:29:08.211,465435.106400,6431115.154600,2024-09-19 21:29:08.211
2024-09-19,21:29:10.068,465376.437300,6431113.875400,2024-09-19 21:29:10.068
2024-09-19,21:29:11.882,465380.708200,6431113.622700,2024-09-19 21:29:11.882
2024-09-19,21:29:13.714,465385.034900,6431113.674700,2024-09-19 21:29:13.714
2024-09-19,21:29:15.559,465389.426400,6431113.513500,2024-09-19 21:29:15.559
2024-09-19,21:29:17.401,465393.530700,6431113.654500,2024-09-19 21:29:17.401
2024-09-19,21:29:19.243,465397.730500,6431113.604000,2024-09-19 21:29:19.243
2024-09-19,21:29:22.900,465405.888700,6431112.831900,2024-09-19 21:29:22.900
2024-09-19,21:29:24.757,465410.046100,6431112.795700,2024-09-19 21:29:24.757
2024-09-19,21:29:26.613,465414.165900,6431112.410000,2024-09-19 21:29:26.613
2024-09-19,21:29:28.466,465418.343300,6431112.561800,2024-09-19 21:29:28.466
2024-09-19,21:29:30.300,465422.475000,6431112.785100,2024-09-19 21:29:30.300
2024-09-19,21:29:32.140,465426.601000,6431112.532000,2024-09-19 21:29:32.140
2024-09-19,21:29:33.971,465430.550900,6431112.250900,2024-09-19 21:29:33.971
2024-09-19,21:29:35.827,465434.714700,6431112.097900,2024-09-19 21:29:35.827
2024-09-19,21:29:37.677,465438.952000,6431111.549600,2024-09-19 21:29:37.677
2024-09-19,21:29:39.519,465443.063600,6431112.108900,2024-09-19 21:29:39.519
2024-09-19,21:29:41.349,465447.107600,6431111.313400,2024-09-19 21:29:41.349
2024-09-19,21:29:43.188,465451.249100,6431111.270500,2024-09-19 21:29:43.188
2024-09-19,21:29:45.042,465455.318100,6431111.280000,2024-09-19 21:29:45.042
2024-09-19,21:29:46.872,465459.506200,6431111.289100,2024-09-19 21:29:46.872
2024-09-19,21:29:48.715,465463.667300,6431111.016500,2024-09-19 21:29:48.715
2024-09-19,21:29:50.555,465467.789500,6431110.711100,2024-09-19 21:29:50.555
2024-09-19,21:29:52.397,465471.916300,6431110.368800,2024-09-19 21:29:52.397
2024-09-19,21:29:54.243,465476.018900,6431110.533900,2024-09-19 21:29:54.243
2024-09-19,21:29:56.080,465480.212200,6431104.922300,2024-09-19 21:29:56.080
2024-09-19,21:29:57.929,465484.233600,6431110.010700,2024-09-19 21:29:57.929
2024-09-19,21:29:59.756,465488.346900,6431109.803300,2024-09-19 21:29:59.756
2024-09-19,21:30:01.600,465492.459300,6431109.966600,2024-09-19 21:30:01.600
2024-09-19,21:30:03.427,465496.509700,6431109.433700,2024-09-19 21:30:03.427
2024-09-19,21:30:05.298,465500.632600,6431109.830300,2024-09-19 21:30:05.298
2024-09-19,21:30:07.119,465504.706100,6431109.602700,2024-09-19 21:30:07.119
2024-09-19,21:30:08.972,465508.847400,6431109.520300,2024-09-19 21:30:08.972
2024-09-19,21:30:10.798,465513.070600,6431109.128700,2024-09-19 21:30:10.798
2024-09-19,21:30:12.652,465517.215900,6431109.269900,2024-09-19 21:30:12.652
2024-09-19,21:30:14.496,465521.388400,6431108.847700,2024-09-19 21:30:14.496
2024-09-19,21:30:16.330,465525.474200,6431108.702700,2024-09-19 21:30:16.330
2024-09-19,21:30:18.186,465529.627200,6431108.933900,2024-09-19 21:30:18.186
2024-09-19,21:30:20.007,465533.686200,6431108.748900,2024-09-19 21:30:20.007
2024-09-19,21:30:21.863,465537.833200,6431108.381900,2024-09-19 21:30:21.863
2024-09-19,21:30:23.696,465541.826100,6431108.002600,2024-09-19 21:30:23.696
2024-09-19,21:30:25.541,465545.956000,6431108.006500,2024-09-19 21:30:25.541
2024-09-19,21:30:27.387,465550.095400,6431108.070700,2024-09-19 21:30:27.387
2024-09-19,21:30:29.220,465554.371300,6431105.144400,2024-09-19 21:30:29.220
2024-09-19,21:30:31.054,465621.862400,6431108.574400,2024-09-19 21:30:31.054
2024-09-19,21:30:32.925,465562.616700,6431107.732400,2024-09-19 21:30:32.925
2024-09-19,21:30:34.724,465566.641400,6431107.644800,2024-09-19 21:30:34.724
2024-09-19,21:30:36.590,465570.766700,6431106.904200,2024-09-19 21:30:36.590
2024-09-19,21:30:38.410,465574.743100,6431107.055200,2024-09-19 21:30:38.410
2024-09-19,21:30:40.250,465578.965400,6431107.178700,2024-09-19 21:30:40.250
2024-09-19,21:30:42.097,465583.095000,6431106.437600,2024-09-19 21:30:42.097
2024-09-19,21:30:45.758,465591.333000,6431106.476900,2024-09-19 21:30:45.758
2024-09-19,21:30:47.629,465658.631800,6431107.100200,2024-09-19 21:30:47.629
2024-09-19,21:30:49.493,465599.682700,6431105.904200,2024-09-19 21:30:49.493
2024-09-19,21:30:51.318,465603.810100,6431105.975800,2024-09-19 21:30:51.318
2024-09-19,21:30:53.145,465607.823800,6431106.122000,2024-09-19 21:30:53.145
2024-09-19,21:30:54.988,465611.949500,6431106.057300,2024-09-19 21:30:54.988
2024-09-19,21:30:56.835,465616.064800,6431106.030800,2024-09-19 21:30:56.835
2024-09-19,21:30:58.680,465620.233700,6431106.265000,2024-09-19 21:30:58.680
2024-09-19,21:31:00.531,465624.337900,6431105.487300,2024-09-19 21:31:00.531
2024-09-19,21:31:02.364,465628.406500,6431104.039500,2024-09-19 21:31:02.364
2024-09-19,21:31:04.205,465632.574700,6431105.319300,2024-09-19 21:31:04.205
2024-09-19,21:31:06.031,465636.743000,6431105.351500,2024-09-19 21:31:06.031
2024-09-19,21:31:07.864,465640.896600,6431105.349300,2024-09-19 21:31:07.864
2024-09-19,21:31:09.705,465645.020000,6431104.999100,2024-09-19 21:31:09.705
2024-09-19,21:31:11.554,465649.062200,6431105.104400,2024-09-19 21:31:11.554
2024-09-19,21:31:13.388,465653.276200,6431104.779500,2024-09-19 21:31:13.388
2024-09-19,21:31:15.221,465657.301600,6431104.536000,2024-09-19 21:31:15.221
2024-09-19,21:31:17.074,465661.412100,6431104.531000,2024-09-19 21:31:17.074
2024-09-19,21:31:18.923,465665.575100,6431104.468000,2024-09-19 21:31:18.923
2024-09-19,21:31:20.757,465669.677900,6431104.008400,2024-09-19 21:31:20.757
2024-09-19,21:31:22.588,465673.747800,6431103.905600,2024-09-19 21:31:22.588
2024-09-19,21:31:24.425,465677.984400,6431103.922300,2024-09-19 21:31:24.425
2024-09-19,21:31:26.278,465682.156300,6431103.574600,2024-09-19 21:31:26.278
2024-09-19,21:31:28.118,465686.249100,6431103.412700,2024-09-19 21:31:28.118
2024-09-19,21:31:29.961,465690.438800,6431103.122500,2024-09-19 21:31:29.961
2024-09-19,21:31:31.799,465694.555700,6431102.655200,2024-09-19 21:31:31.799
2024-09-19,21:31:33.625,465698.645800,6431103.022400,2024-09-19 21:31:33.625
2024-09-19,21:31:35.470,465702.745200,6431102.789600,2024-09-19 21:31:35.470
2024-09-19,21:31:37.323,465706.898900,6431102.892300,2024-09-19 21:31:37.323
2024-09-19,21:31:39.170,465711.014000,6431102.486900,2024-09-19 21:31:39.170
2024-09-19,21:31:41.003,465715.135900,6431102.509700,2024-09-19 21:31:41.003
2024-09-19,21:31:42.838,465719.270600,6431102.536700,2024-09-19 21:31:42.838
2024-09-19,21:31:44.703,465723.447300,6431102.201700,2024-09-19 21:31:44.703
2024-09-19,21:31:46.547,465727.579700,6431101.930200,2024-09-19 21:31:46.547
2024-09-19,21:31:48.379,465731.731700,6431102.423100,2024-09-19 21:31:48.379
2024-09-19,21:31:52.034,465739.846100,6431101.570700,2024-09-19 21:31:52.034
2024-09-19,21:31:53.895,465744.001300,6431101.367300,2024-09-19 21:31:53.895
2024-09-19,21:31:55.738,465748.150500,6431101.012600,2024-09-19 21:31:55.738
2024-09-19,21:31:57.577,465752.274600,6431101.105400,2024-09-19 21:31:57.577
2024-09-19,21:31:59.411,465756.238800,6431100.943100,2024-09-19 21:31:59.411
2024-09-19,21:32:01.248,465760.367800,6431100.947000,2024-09-19 21:32:01.248
2024-09-19,21:32:03.097,465764.631700,6431100.276400,2024-09-19 21:32:03.097
2024-09-19,21:32:04.945,465768.763700,6431100.252200,2024-09-19 21:32:04.945
2024-09-19,21:32:08.620,465777.005300,6431100.321300,2024-09-19 21:32:08.620
2024-09-19,21:32:10.491,465844.108800,6431100.919400,2024-09-19 21:32:10.491
2024-09-19,21:32:12.355,465785.320000,6431100.033100,2024-09-19 21:32:12.355
2024-09-19,21:32:14.172,465789.376200,6431099.747300,2024-09-19 21:32:14.172
2024-09-19,21:32:16.006,465793.491400,6431099.848400,2024-09-19 21:32:16.006
2024-09-19,21:32:17.855,465797.591900,6431099.641100,2024-09-19 21:32:17.855
2024-09-19,21:32:19.687,465801.589200,6431099.390100,2024-09-19 21:32:19.687
2024-09-19,21:32:21.541,465805.747600,6431098.934800,2024-09-19 21:32:21.541
2024-09-19,21:32:23.386,465809.971100,6431099.004900,2024-09-19 21:32:23.386
2024-09-19,21:32:25.219,465813.985400,6431098.809400,2024-09-19 21:32:25.219
2024-09-19,21:32:27.060,465818.100400,6431098.988800,2024-09-19 21:32:27.060
2024-09-19,21:32:28.905,465822.292300,6431098.277200,2024-09-19 21:32:28.905
2024-09-19,21:32:35.735,465837.554800,6431098.017500,2024-09-19 21:32:35.735
2024-09-19,21:32:36.565,465839.425700,6431097.711200,2024-09-19 21:32:36.565
2024-09-19,21:32:38.388,465843.487100,6431097.567400,2024-09-19 21:32:38.388
2024-09-19,21:32:40.221,465847.598000,6431097.671600,2024-09-19 21:32:40.221
2024-09-19,21:32:42.078,465851.735300,6431097.332500,2024-09-19 21:32:42.078
2024-09-19,21:32:43.916,465855.793800,6431096.893000,2024-09-19 21:32:43.916
2024-09-19,21:32:45.758,465859.953700,6431096.310300,2024-09-19 21:32:45.758
2024-09-19,21:32:47.601,465864.095800,6431096.922600,2024-09-19 21:32:47.601
2024-09-19,21:32:49.439,465868.159900,6431096.135100,2024-09-19 21:32:49.439
2024-09-19,21:32:51.280,465872.347800,6431096.968300,2024-09-19 21:32:51.280
2024-09-19,21:32:56.127,465883.090700,6431093.932300,2024-09-19 21:32:56.127
2024-09-19,21:32:57.970,465887.237200,6431095.537900,2024-09-19 21:32:57.970
2024-09-19,21:32:59.811,465891.358800,6431095.667400,2024-09-19 21:32:59.811
2024-09-19,21:33:01.647,465895.474400,6431095.418300,2024-09-19 21:33:01.647
2024-09-19,21:33:05.325,465903.781600,6431095.044200,2024-09-19 21:33:05.325
2024-09-19,21:33:07.181,465908.340100,6431095.412500,2024-09-19 21:33:07.181
2024-09-19,21:33:09.023,465912.743500,6431095.242300,2024-09-19 21:33:09.023
2024-09-19,21:33:10.870,465916.942800,6431094.912100,2024-09-19 21:33:10.870
2024-09-19,21:33:12.699,465921.028400,6431095.048700,2024-09-19 21:33:12.699
2024-09-19,21:33:14.566,465925.223400,6431094.143900,2024-09-19 21:33:14.566
2024-09-19,21:33:16.404,465929.449400,6431094.304400,2024-09-19 21:33:16.404
2024-09-19,21:33:18.233,465933.622400,6431094.425800,2024-09-19 21:33:18.233
2024-09-19,21:33:21.901,465941.838900,6431093.922500,2024-09-19 21:33:21.901
2024-09-19,21:33:23.756,465945.955000,6431093.905400,2024-09-19 21:33:23.756
2024-09-19,21:33:25.582,465950.076800,6431094.290500,2024-09-19 21:33:25.582
2024-09-19,21:33:27.427,465954.167000,6431093.590500,2024-09-19 21:33:27.427
2024-09-19,21:33:29.274,465958.289700,6431094.451400,2024-09-19 21:33:29.274
2024-09-19,21:33:31.107,465962.314400,6431093.810900,2024-09-19 21:33:31.107
2024-09-19,21:33:32.960,465966.498600,6431093.516300,2024-09-19 21:33:32.960
2024-09-19,21:33:34.790,465970.673300,6431093.560500,2024-09-19 21:33:34.790
2024-09-19,21:33:36.641,465974.815500,6431092.948600,2024-09-19 21:33:36.641
2024-09-19,21:33:38.482,465978.924400,6431093.280100,2024-09-19 21:33:38.482
2024-09-19,21:33:40.330,465983.033900,6431092.912700,2024-09-19 21:33:40.330
2024-09-19,21:33:42.165,465987.138400,6431092.599200,2024-09-19 21:33:42.165
2024-09-19,21:33:43.998,465991.205100,6431092.244000,2024-09-19 21:33:43.998
2024-09-19,21:33:45.843,465995.315400,6431093.840200,2024-09-19 21:33:45.843
2024-09-19,21:33:47.676,466061.806600,6431092.665600,2024-09-19 21:33:47.676
2024-09-19,21:33:49.533,466003.475300,6431091.926600,2024-09-19 21:33:49.533
2024-09-19,21:33:51.365,466007.681800,6431091.474400,2024-09-19 21:33:51.365
2024-09-19,21:33:53.205,466011.790800,6431091.502000,2024-09-19 21:33:53.205
2024-09-19,21:33:55.038,466015.878500,6431091.500700,2024-09-19 21:33:55.038
2024-09-19,21:33:56.880,466019.948300,6431091.212300,2024-09-19 21:33:56.880
2024-09-19,21:33:58.718,466024.021400,6431091.162700,2024-09-19 21:33:58.718
2024-09-19,21:34:02.359,466032.209400,6431090.955800,2024-09-19 21:34:02.359
2024-09-19,21:34:04.223,466036.381300,6431091.303700,2024-09-19 21:34:04.223
2024-09-19,21:34:06.067,466040.486600,6431090.658300,2024-09-19 21:34:06.067
2024-09-19,21:34:07.917,466044.710200,6431090.631600,2024-09-19 21:34:07.917
2024-09-19,21:34:09.753,466048.727700,6431090.469700,2024-09-19 21:34:09.753
2024-09-19,21:34:11.598,466052.844700,6431090.302600,2024-09-19 21:34:11.598
2024-09-19,21:34:13.435,466056.942600,6431090.206900,2024-09-19 21:34:13.435
2024-09-19,21:34:15.281,466061.105000,6431090.139500,2024-09-19 21:34:15.281
2024-09-19,21:34:18.927,466069.199000,6431089.715400,2024-09-19 21:34:18.927
2024-09-19,21:34:20.788,466073.356100,6431089.660900,2024-09-19 21:34:20.788
2024-09-19,21:34:22.637,466077.482300,6431089.438900,2024-09-19 21:34:22.637
2024-09-19,21:34:24.474,466081.590900,6431089.265000,2024-09-19 21:34:24.474
2024-09-19,21:34:26.314,466085.782200,6431091.766800,2024-09-19 21:34:26.314
2024-09-19,21:34:28.140,466150.158400,6431089.653600,2024-09-19 21:34:28.140
2024-09-19,21:34:30.004,466093.934000,6431088.745600,2024-09-19 21:34:30.004
2024-09-19,21:34:31.825,466098.103200,6431088.597400,2024-09-19 21:34:31.825
2024-09-19,21:34:33.668,466102.101200,6431088.087500,2024-09-19 21:34:33.668
2024-09-19,21:34:35.505,466106.319600,6431087.828600,2024-09-19 21:34:35.505
2024-09-19,21:34:37.343,466110.426500,6431087.699700,2024-09-19 21:34:37.343
2024-09-19,21:34:39.188,466114.431600,6431088.120900,2024-09-19 21:34:39.188
2024-09-19,21:34:42.846,466122.894700,6431087.324300,2024-09-19 21:34:42.846
2024-09-19,21:34:44.712,466127.051500,6431087.140300,2024-09-19 21:34:44.712
2024-09-19,21:34:46.551,466131.174800,6431087.351600,2024-09-19 21:34:46.551
2024-09-19,21:34:48.398,466135.294800,6431087.115300,2024-09-19 21:34:48.398
2024-09-19,21:34:50.237,466139.514900,6431087.607400,2024-09-19 21:34:50.237
2024-09-19,21:34:52.071,466143.610400,6431086.584000,2024-09-19 21:34:52.071
2024-09-19,21:34:53.919,466147.684200,6431086.444800,2024-09-19 21:34:53.919
2024-09-19,21:34:55.750,466151.788000,6431086.673300,2024-09-19 21:34:55.750
2024-09-19,21:34:57.596,466155.877600,6431085.997200,2024-09-19 21:34:57.596
2024-09-19,21:34:59.440,466159.993900,6431086.018000,2024-09-19 21:34:59.440
2024-09-19,21:35:01.270,466164.110400,6431086.332200,2024-09-19 21:35:01.270
2024-09-19,21:35:03.113,466168.503300,6431085.885000,2024-09-19 21:35:03.113
2024-09-19,21:35:04.938,466172.721500,6431085.510000,2024-09-19 21:35:04.938
2024-09-19,21:35:06.788,466176.809400,6431084.750700,2024-09-19 21:35:06.788
2024-09-19,21:35:08.624,466181.022700,6431085.363800,2024-09-19 21:35:08.624
2024-09-19,21:35:10.471,466185.428500,6431085.157900,2024-09-19 21:35:10.471
2024-09-19,21:35:12.316,466189.622900,6431085.030000,2024-09-19 21:35:12.316
2024-09-19,21:35:14.147,466193.738400,6431084.394200,2024-09-19 21:35:14.147
2024-09-19,21:35:15.986,466197.862700,6431084.805800,2024-09-19 21:35:15.986
2024-09-19,21:35:17.842,466202.012100,6431084.921600,2024-09-19 21:35:17.842
2024-09-19,21:35:19.677,466206.054000,6431084.654500,2024-09-19 21:35:19.677
2024-09-19,21:35:21.518,466210.134800,6431084.092100,2024-09-19 21:35:21.518
2024-09-19,21:35:23.359,466214.551900,6431084.037500,2024-09-19 21:35:23.359
2024-09-19,21:35:25.205,466219.089700,6431083.797000,2024-09-19 21:35:25.205
2024-09-19,21:35:27.041,466223.376200,6431083.822600,2024-09-19 21:35:27.041
2024-09-19,21:35:28.878,466227.472000,6431083.637500,2024-09-19 21:35:28.878
2024-09-19,21:35:30.710,466231.594500,6431083.610200,2024-09-19 21:35:30.710
2024-09-19,21:35:32.552,466235.704100,6431083.704100,2024-09-19 21:35:32.552
2024-09-19,21:35:34.400,466239.800800,6431083.216900,2024-09-19 21:35:34.400
2024-09-19,21:35:36.241,466244.004400,6431082.896000,2024-09-19 21:35:36.241
2024-09-19,21:35:38.075,466248.043800,6431083.552600,2024-09-19 21:35:38.075
2024-09-19,21:35:39.909,466252.247300,6431082.930300,2024-09-19 21:35:39.909
2024-09-19,21:35:41.748,466256.383400,6431083.034400,2024-09-19 21:35:41.748
2024-09-19,21:35:43.598,466260.559800,6431082.320400,2024-09-19 21:35:43.598
2024-09-19,21:35:45.458,466264.724400,6431082.750300,2024-09-19 21:35:45.458
2024-09-19,21:35:47.290,466268.823200,6431082.657900,2024-09-19 21:35:47.290
2024-09-19,21:35:49.159,466272.987400,6431082.529500,2024-09-19 21:35:49.159
2024-09-19,21:35:50.977,466277.141700,6431082.268600,2024-09-19 21:35:50.977
2024-09-19,21:35:52.810,466281.367300,6431082.510000,2024-09-19 21:35:52.810
2024-09-19,21:35:54.644,466285.676000,6431081.882600,2024-09-19 21:35:54.644
2024-09-19,21:35:56.511,466289.822700,6431081.509000,2024-09-19 21:35:56.511
2024-09-19,21:35:58.344,466293.833400,6431082.000600,2024-09-19 21:35:58.344
2024-09-19,21:36:00.181,466297.977400,6431081.035600,2024-09-19 21:36:00.181
2024-09-19,21:36:02.014,466302.102300,6431081.595000,2024-09-19 21:36:02.014
2024-09-19,21:36:05.703,466310.401300,6431081.390300,2024-09-19 21:36:05.703
2024-09-19,21:36:07.552,466314.485200,6431080.874000,2024-09-19 21:36:07.552
2024-09-19,21:36:09.395,466318.592000,6431080.198700,2024-09-19 21:36:09.395
2024-09-19,21:36:11.234,466322.719200,6431080.432300,2024-09-19 21:36:11.234
2024-09-19,21:36:13.073,466326.823900,6431080.359300,2024-09-19 21:36:13.073
2024-09-19,21:36:14.912,466330.944600,6431080.437600,2024-09-19 21:36:14.912
2024-09-19,21:36:16.748,466335.047400,6431079.672400,2024-09-19 21:36:16.748
2024-09-19,21:36:18.598,466339.554600,6431079.650000,2024-09-19 21:36:18.598
2024-09-19,21:36:20.427,466343.776800,6431080.401100,2024-09-19 21:36:20.427
2024-09-19,21:36:22.272,466348.640400,6431079.411400,2024-09-19 21:36:22.272
2024-09-19,21:36:24.108,466353.739900,6431079.127200,2024-09-19 21:36:24.108
2024-09-19,21:36:25.945,466357.967600,6431079.600100,2024-09-19 21:36:25.945
2024-09-19,21:36:27.780,466362.059000,6431079.033900,2024-09-19 21:36:27.780
2024-09-19,21:36:29.639,466366.281100,6431077.592200,2024-09-19 21:36:29.639
2024-09-19,21:36:31.477,466370.427100,6431078.905100,2024-09-19 21:36:31.477
2024-09-19,21:36:33.340,466374.568800,6431078.760800,2024-09-19 21:36:33.340
2024-09-19,21:36:35.174,466378.765400,6431078.327200,2024-09-19 21:36:35.174
2024-09-19,21:36:37.019,466383.602000,6431079.055200,2024-09-19 21:36:37.019
2024-09-19,21:36:38.865,466388.259600,6431078.581900,2024-09-19 21:36:38.865
2024-09-19,21:36:40.704,466456.467800,6431078.962500,2024-09-19 21:36:40.704
2024-09-19,21:36:42.565,466396.611200,6431078.182200,2024-09-19 21:36:42.565
2024-09-19,21:36:44.373,466400.632500,6431078.110100,2024-09-19 21:36:44.373
2024-09-19,21:36:46.221,466404.835600,6431077.842500,2024-09-19 21:36:46.221
2024-09-19,21:36:48.050,466408.933600,6431077.513600,2024-09-19 21:36:48.050
2024-09-19,21:36:49.917,466413.097100,6431077.283100,2024-09-19 21:36:49.917
2024-09-19,21:36:51.748,466417.211400,6431077.057200,2024-09-19 21:36:51.748
2024-09-19,21:36:53.601,466421.323800,6431076.843000,2024-09-19 21:36:53.601
2024-09-19,21:36:55.443,466425.476500,6431076.723400,2024-09-19 21:36:55.443
2024-09-19,21:36:57.295,466429.582200,6431076.713400,2024-09-19 21:36:57.295
2024-09-19,21:36:59.135,466433.675500,6431076.402800,2024-09-19 21:36:59.135
2024-09-19,21:37:00.953,466437.746400,6431076.227300,2024-09-19 21:37:00.953
2024-09-19,21:37:02.789,466441.878400,6431076.499100,2024-09-19 21:37:02.789
2024-09-19,21:37:04.639,466445.992300,6431076.088700,2024-09-19 21:37:04.639
2024-09-19,21:37:06.483,466450.013000,6431075.754900,2024-09-19 21:37:06.483
2024-09-19,21:37:08.326,466453.865600,6431075.653200,2024-09-19 21:37:08.326
2024-09-19,21:37:10.172,466457.967500,6431075.576400,2024-09-19 21:37:10.172
2024-09-19,21:37:12.012,466462.098000,6431076.077200,2024-09-19 21:37:12.012
2024-09-19,21:37:13.859,466466.178300,6431075.334800,2024-09-19 21:37:13.859
2024-09-19,21:37:15.693,466470.201000,6431075.261600,2024-09-19 21:37:15.693
2024-09-19,21:37:17.523,466474.132900,6431074.927100,2024-09-19 21:37:17.523
2024-09-19,21:37:19.375,466477.852700,6431074.634400,2024-09-19 21:37:19.375
2024-09-19,21:37:21.216,466481.852200,6431074.624400,2024-09-19 21:37:21.216
2024-09-19,21:37:23.052,466485.966000,6431074.388300,2024-09-19 21:37:23.052
2024-09-19,21:37:24.883,466490.040300,6431074.198700,2024-09-19 21:37:24.883
2024-09-19,21:37:26.737,466494.200800,6431073.967200,2024-09-19 21:37:26.737
2024-09-19,21:37:28.560,466498.279100,6431074.092100,2024-09-19 21:37:28.560
2024-09-19,21:37:30.404,466502.397300,6431073.977400,2024-09-19 21:37:30.404
2024-09-19,21:37:32.249,466506.553300,6431073.673400,2024-09-19 21:37:32.249
2024-09-19,21:37:34.071,466510.604500,6431073.255800,2024-09-19 21:37:34.071
2024-09-19,21:37:35.920,466514.704700,6431073.250300,2024-09-19 21:37:35.920
2024-09-19,21:37:37.755,466518.818200,6431073.524700,2024-09-19 21:37:37.755
2024-09-19,21:37:39.606,466522.989800,6431073.489100,2024-09-19 21:37:39.606
2024-09-19,21:37:41.439,466527.032000,6431072.625900,2024-09-19 21:37:41.439
2024-09-19,21:37:43.275,466531.167800,6431073.185300,2024-09-19 21:37:43.275
2024-09-19,21:37:45.123,466535.277700,6431072.769900,2024-09-19 21:37:45.123
2024-09-19,21:37:46.947,466539.386500,6431072.629900,2024-09-19 21:37:46.947
2024-09-19,21:37:48.791,466543.489700,6431072.332600,2024-09-19 21:37:48.791
2024-09-19,21:37:50.638,466547.599300,6431072.307400,2024-09-19 21:37:50.638
2024-09-19,21:37:52.470,466551.698200,6431072.304000,2024-09-19 21:37:52.470
2024-09-19,21:37:54.300,466555.768600,6431072.289500,2024-09-19 21:37:54.300
2024-09-19,21:37:56.139,466559.884600,6431071.855000,2024-09-19 21:37:56.139
2024-09-19,21:37:57.988,466564.070300,6431072.052700,2024-09-19 21:37:57.988
