Date,Time,Easting,Northing
2024-09-19,21:06:25.310,462299.9798,6431220.7663
2024-09-19,21:06:27.162,462304.1363,6431220.9854
2024-09-19,21:06:29.006,462308.3419,6431220.7818
2024-09-19,21:06:30.843,462312.5160,6431220.4586
2024-09-19,21:06:32.676,462316.6469,6431220.4572
2024-09-19,21:06:34.513,462320.8105,6431220.3002
2024-09-19,21:06:36.349,462324.9800,6431219.9174
2024-09-19,21:06:38.183,462329.0949,6431219.6993
2024-09-19,21:06:40.033,462333.2879,6431219.1727
2024-09-19,21:06:41.869,462337.4402,6431219.5387
2024-09-19,21:06:43.710,462341.5868,6431219.4351
2024-09-19,21:06:45.571,462345.7795,6431219.5115
2024-09-19,21:06:47.407,462349.8318,6431219.2684
2024-09-19,21:06:49.242,462353.7360,6431219.1752
2024-09-19,21:06:51.087,462357.8489,6431218.6450
2024-09-19,21:06:52.934,462362.0083,6431218.8814
2024-09-19,21:06:54.783,462366.1796,6431218.3910
2024-09-19,21:06:56.625,462370.4018,6431218.3952
2024-09-19,21:07:00.303,462378.7231,6431218.1317
2024-09-19,21:07:07.150,462394.0775,6431217.5733
2024-09-19,21:07:07.957,462395.6998,6431217.5742
2024-09-19,21:07:09.803,462399.7544,6431217.6881
2024-09-19,21:07:11.643,462403.9619,6431217.6897
2024-09-19,21:07:13.487,462408.2124,6431217.5399
2024-09-19,21:07:15.322,462407.0998,6431216.6873
2024-09-19,21:07:17.161,462416.4008,6431217.1011
2024-09-19,21:07:18.998,462420.5648,6431216.7588
2024-09-19,21:07:22.672,462428.8975,6431216.5483
2024-09-19,21:07:24.505,462433.1164,6431217.5959
2024-09-19,21:07:26.339,462437.1301,6431215.7165
2024-09-19,21:07:28.175,462441.2839,6431215.8090
2024-09-19,21:07:30.043,462445.4569,6431215.7308
2024-09-19,21:07:31.890,462449.6634,6431216.6110
2024-09-19,21:07:33.723,462453.7722,6431215.4935
2024-09-19,21:07:35.566,462457.9783,6431215.7439
2024-09-19,21:07:37.392,462462.1061,6431215.7178
2024-09-19,21:07:39.229,462466.2669,6431215.5037
2024-09-19,21:07:41.078,462470.4304,6431215.3682
2024-09-19,21:07:42.924,462474.5693,6431215.6439
2024-09-19,21:07:44.759,462478.7255,6431214.8595
2024-09-19,21:07:46.596,462482.9677,6431214.9699
2024-09-19,21:07:48.431,462487.0020,6431214.7549
2024-09-19,21:07:50.265,462491.1046,6431214.4483
2024-09-19,21:07:52.108,462495.3000,6431214.1433
2024-09-19,21:07:53.956,462499.5705,6431214.2505
2024-09-19,21:07:57.642,462507.8793,6431213.7630
2024-09-19,21:07:59.470,462512.0269,6431213.5837
2024-09-19,21:08:01.318,462516.0848,6431213.7178
2024-09-19,21:08:03.150,462520.2250,6431213.4979
2024-09-19,21:08:04.979,462524.3429,6431215.0540
2024-09-19,21:08:06.836,462528.5893,6431212.8431
2024-09-19,21:08:08.676,462532.7336,6431212.7162
2024-09-19,21:08:10.524,462536.8973,6431212.6482
2024-09-19,21:08:12.394,462541.1406,6431212.6339
2024-09-19,21:08:14.229,462545.2646,6431209.0011
2024-09-19,21:08:16.067,462549.4713,6431212.0617
2024-09-19,21:08:17.911,462553.6389,6431212.4277
2024-09-19,21:08:19.740,462557.7681,6431212.2093
2024-09-19,21:08:21.595,462561.9405,6431211.6964
2024-09-19,21:08:23.436,462566.0864,6431211.7130
2024-09-19,21:08:25.282,462570.2014,6431211.5109
2024-09-19,21:08:27.128,462574.3744,6431211.2276
2024-09-19,21:08:28.953,462578.4553,6431211.3584
2024-09-19,21:08:30.807,462582.5341,6431211.8655
2024-09-19,21:08:32.656,462586.7035,6431210.9374
2024-09-19,21:08:34.490,462590.9571,6431210.8234
2024-09-19,21:08:36.335,462595.1276,6431210.9646
2024-09-19,21:08:38.173,462599.1606,6431210.7045
2024-09-19,21:08:40.020,462603.3231,6431210.2197
2024-09-19,21:08:41.860,462607.4663,6431210.1629
2024-09-19,21:08:43.706,462611.6086,6431210.1953
2024-09-19,21:08:45.540,462615.8351,6431210.3216
2024-09-19,21:08:47.375,462619.8602,6431209.8957
2024-09-19,21:08:49.209,462624.0070,6431209.5667
2024-09-19,21:08:51.063,462628.1488,6431209.4481
2024-09-19,21:08:52.899,462632.4115,6431209.5957
2024-09-19,21:08:54.744,462636.5752,6431209.1461
2024-09-19,21:08:56.577,462640.7285,6431209.0414
2024-09-19,21:08:58.425,462644.8935,6431209.0198
2024-09-19,21:09:00.257,462649.0291,6431209.2752
2024-09-19,21:09:02.095,462653.0792,6431208.2095
2024-09-19,21:09:07.633,462665.6532,6431208.2478
2024-09-19,21:09:09.461,462669.7341,6431208.0213
2024-09-19,21:09:11.291,462673.8982,6431207.9967
2024-09-19,21:09:13.132,462678.0424,6431207.6416
2024-09-19,21:09:14.970,462682.2116,6431207.9651
2024-09-19,21:09:16.805,462686.3167,6431207.7458
2024-09-19,21:09:18.650,462690.4980,6431207.4323
2024-09-19,21:09:20.489,462694.6454,6431206.9478
2024-09-19,21:09:22.334,462698.7945,6431207.0123
2024-09-19,21:09:24.175,462702.9579,6431207.2668
2024-09-19,21:09:26.013,462706.9918,6431206.5572
2024-09-19,21:09:27.866,462711.1862,6431207.6186
2024-09-19,21:09:29.706,462715.4466,6431206.6881
2024-09-19,21:09:31.534,462719.5103,6431206.1608
2024-09-19,21:09:33.375,462723.7581,6431206.0142
2024-09-19,21:09:35.210,462727.8112,6431205.9526
2024-09-19,21:09:37.057,462731.9681,6431205.9642
2024-09-19,21:09:38.895,462736.1118,6431205.6995
2024-09-19,21:09:40.721,462740.2215,6431206.0803
2024-09-19,21:09:42.574,462744.3889,6431205.0839
2024-09-19,21:09:44.408,462748.5026,6431205.3932
2024-09-19,21:09:46.243,462752.6485,6431205.4464
2024-09-19,21:09:48.094,462756.8422,6431205.2630
2024-09-19,21:09:49.938,462760.9923,6431204.9698
2024-09-19,21:09:51.767,462765.0986,6431204.6791
2024-09-19,21:09:53.616,462769.3097,6431204.6371
2024-09-19,21:09:58.462,462780.3442,6431203.8215
2024-09-19,21:10:00.307,462784.5083,6431203.8098
2024-09-19,21:10:02.142,462788.6629,6431203.9294
2024-09-19,21:10:03.986,462792.8082,6431203.6983
2024-09-19,21:10:07.681,462801.1377,6431203.3526
2024-09-19,21:10:09.523,462805.1896,6431203.1001
2024-09-19,21:10:11.370,462809.3749,6431203.3731
2024-09-19,21:10:18.192,462824.8507,6431203.0351
2024-09-19,21:10:19.009,462826.5473,6431202.3450
2024-09-19,21:10:20.861,462830.8534,6431202.3080
2024-09-19,21:10:22.706,462834.8997,6431202.2527
2024-09-19,21:10:24.547,462839.0392,6431201.6963
2024-09-19,21:10:31.381,462854.5195,6431201.4405
2024-09-19,21:10:32.207,462856.3691,6431201.5160
2024-09-19,21:10:34.041,462860.5442,6431201.0769
2024-09-19,21:10:35.879,462864.8133,6431201.2564
2024-09-19,21:10:37.724,462868.9800,6431201.1335
2024-09-19,21:10:39.565,462873.1605,6431201.9018
2024-09-19,21:10:41.398,462877.3092,6431200.5747
2024-09-19,21:10:43.240,462881.4618,6431200.9790
2024-09-19,21:10:45.090,462885.6565,6431200.4314
2024-09-19,21:10:46.928,462889.7782,6431200.4553
2024-09-19,21:10:48.771,462894.0846,6431199.7164
2024-09-19,21:10:50.618,462898.1344,6431199.9389
2024-09-19,21:10:52.453,462902.2981,6431199.9139
2024-09-19,21:10:54.305,462906.4513,6431199.6349
2024-09-19,21:10:56.127,462910.6554,6431198.0591
2024-09-19,21:10:57.968,462980.1264,6431201.5364
2024-09-19,21:10:59.829,462918.9217,6431198.9310
2024-09-19,21:11:01.645,462923.0630,6431199.8347
2024-09-19,21:11:03.491,462927.2488,6431198.9690
2024-09-19,21:11:05.338,462931.4087,6431198.8791
2024-09-19,21:11:07.172,462935.5611,6431198.5152
2024-09-19,21:11:09.022,462939.7105,6431198.4499
2024-09-19,21:11:13.080,462932.2209,6431198.9538
2024-09-19,21:11:16.785,462926.9815,6431197.7407
2024-09-19,21:11:18.638,462941.1969,6431197.5961
2024-09-19,21:11:20.455,462965.6060,6431197.4200
2024-09-19,21:11:22.294,462969.7871,6431196.9125
2024-09-19,21:11:24.128,462973.8124,6431197.4244
2024-09-19,21:11:25.973,462978.1130,6431197.0952
2024-09-19,21:11:27.812,462982.2916,6431197.3481
2024-09-19,21:11:31.463,462990.5281,6431196.7810
2024-09-19,21:11:33.315,462994.7207,6431196.6746
2024-09-19,21:11:35.159,462998.8613,6431196.5347
2024-09-19,21:11:37.004,463003.0126,6431196.5885
2024-09-19,21:11:38.833,463007.0497,6431196.1932
2024-09-19,21:11:40.676,463011.2925,6431195.0110
2024-09-19,21:11:42.508,463015.2974,6431195.9789
2024-09-19,21:11:47.338,463026.2014,6431195.6633
2024-09-19,21:11:49.186,463030.3508,6431195.6227
2024-09-19,21:11:51.017,463034.5160,6431195.6264
2024-09-19,21:11:52.859,463038.6636,6431195.4073
2024-09-19,21:11:54.685,463042.8651,6431194.8569
2024-09-19,21:11:56.516,463047.0083,6431194.6538
2024-09-19,21:11:58.356,463051.1810,6431194.5882
2024-09-19,21:12:00.188,463055.3311,6431197.7809
2024-09-19,21:12:02.020,463059.4468,6431194.5275
2024-09-19,21:12:03.871,463063.5989,6431193.8631
2024-09-19,21:12:05.709,463067.7500,6431193.7204
2024-09-19,21:12:07.552,463071.9396,6431193.8732
2024-09-19,21:12:09.378,463075.9988,6431193.6063
2024-09-19,21:12:11.214,463080.1556,6431193.7467
2024-09-19,21:12:13.064,463084.2745,6431193.5681
2024-09-19,21:12:14.894,463088.4166,6431193.5893
2024-09-19,21:12:16.745,463092.5547,6431192.9155
2024-09-19,21:12:18.582,463096.6825,6431192.8738
2024-09-19,21:12:20.419,463100.7410,6431192.7800
2024-09-19,21:12:22.262,463104.9660,6431192.4532
2024-09-19,21:12:24.095,463109.0152,6431194.5831
2024-09-19,21:12:25.945,463113.2284,6431192.7046
2024-09-19,21:12:27.769,463117.3270,6431192.1601
2024-09-19,21:12:29.610,463121.4450,6431191.5483
2024-09-19,21:12:31.475,463125.6698,6431192.0075
2024-09-19,21:12:33.314,463129.7799,6431191.5601
2024-09-19,21:12:35.163,463133.8998,6431191.4338
2024-09-19,21:12:37.012,463138.0831,6431191.2449
2024-09-19,21:12:38.846,463142.1938,6431191.1030
2024-09-19,21:12:40.688,463146.3163,6431191.0880
2024-09-19,21:12:42.531,463150.4400,6431190.7403
2024-09-19,21:12:49.379,463165.9025,6431190.5072
2024-09-19,21:12:50.195,463167.7398,6431190.5055
2024-09-19,21:12:52.028,463171.8343,6431190.3532
2024-09-19,21:12:53.863,463175.9807,6431190.1367
2024-09-19,21:12:55.721,463180.1498,6431190.0835
2024-09-19,21:12:57.573,463184.3487,6431190.0074
2024-09-19,21:12:59.407,463188.4319,6431189.4847
2024-09-19,21:13:01.247,463192.5712,6431189.7363
2024-09-19,21:13:03.081,463196.7025,6431189.4281
2024-09-19,21:13:04.913,463200.8361,6431189.9041
2024-09-19,21:13:06.754,463204.9536,6431188.9952
2024-09-19,21:13:08.601,463209.0726,6431189.1034
2024-09-19,21:13:10.432,463213.1410,6431188.8278
2024-09-19,21:13:12.270,463217.2621,6431188.9782
2024-09-19,21:13:14.112,463221.5058,6431188.6422
2024-09-19,21:13:15.946,463225.8680,6431188.4708
2024-09-19,21:13:17.781,463230.1817,6431188.3396
2024-09-19,21:13:19.616,463234.3177,6431188.3644
2024-09-19,21:13:21.462,463238.4768,6431189.9070
2024-09-19,21:13:23.311,463242.5781,6431188.0235
2024-09-19,21:13:25.155,463246.8705,6431187.9225
2024-09-19,21:13:26.999,463251.0156,6431187.2548
2024-09-19,21:13:28.834,463255.2191,6431185.3265
2024-09-19,21:13:30.685,463259.2738,6431187.7500
2024-09-19,21:13:32.523,463263.4096,6431187.0813
2024-09-19,21:13:34.351,463267.4802,6431186.9445
2024-09-19,21:13:36.189,463271.6104,6431186.9560
2024-09-19,21:13:38.029,463275.7264,6431188.0691
2024-09-19,21:13:39.866,463279.8322,6431186.1514
2024-09-19,21:13:41.715,463283.9858,6431186.5180
2024-09-19,21:13:43.547,463288.0642,6431186.4464
2024-09-19,21:13:45.393,463292.2321,6431186.4744
2024-09-19,21:13:47.232,463296.2863,6431186.0077
2024-09-19,21:13:49.084,463300.4712,6431186.2596
2024-09-19,21:13:50.923,463304.5873,6431186.0427
2024-09-19,21:13:52.763,463308.7462,6431186.0312
2024-09-19,21:13:54.595,463312.8572,6431185.3662
2024-09-19,21:13:56.442,463317.0284,6431185.8669
2024-09-19,21:13:58.281,463321.1677,6431185.5396
2024-09-19,21:14:00.131,463325.2156,6431185.1387
2024-09-19,21:14:01.979,463329.3973,6431185.1336
2024-09-19,21:14:03.813,463333.6067,6431185.2392
2024-09-19,21:14:05.658,463337.8006,6431185.0949
2024-09-19,21:14:07.500,463341.8347,6431184.9386
2024-09-19,21:14:11.156,463350.1593,6431184.3888
2024-09-19,21:14:13.008,463420.6430,6431185.8886
2024-09-19,21:14:14.883,463358.5151,6431184.3208
2024-09-19,21:14:16.692,463362.5458,6431183.6325
2024-09-19,21:14:18.543,463366.7249,6431183.6181
2024-09-19,21:14:20.375,463370.8471,6431183.7974
2024-09-19,21:14:22.221,463374.9590,6431183.4854
2024-09-19,21:14:24.074,463379.0982,6431183.2984
2024-09-19,21:14:25.912,463383.2284,6431183.5275
2024-09-19,21:14:27.752,463387.3723,6431183.6492
2024-09-19,21:14:29.580,463457.7845,6431184.4082
2024-09-19,21:14:31.446,463395.7027,6431182.5796
2024-09-19,21:14:33.269,463399.8040,6431182.6180
2024-09-19,21:14:35.116,463404.0063,6431183.0830
2024-09-19,21:14:36.942,463408.1018,6431182.6464
2024-09-19,21:14:38.805,463412.2714,6431182.3175
2024-09-19,21:14:40.639,463416.4031,6431182.0359
2024-09-19,21:14:42.489,463420.5356,6431182.1619
2024-09-19,21:14:44.316,463424.6456,6431180.9599
2024-09-19,21:14:46.175,463428.8405,6431181.7903
2024-09-19,21:14:48.023,463432.9647,6431181.5296
2024-09-19,21:14:49.856,463437.1275,6431181.7304
2024-09-19,21:14:51.703,463441.2746,6431181.4879
2024-09-19,21:14:53.535,463445.4235,6431181.2696
2024-09-19,21:14:55.387,463449.5745,6431181.0858
2024-09-19,21:14:57.215,463453.7283,6431180.9047
2024-09-19,21:14:59.050,463457.8253,6431180.7356
2024-09-19,21:15:05.880,463473.1711,6431180.4624
2024-09-19,21:15:06.697,463475.0051,6431179.9803
2024-09-19,21:15:08.543,463479.1660,6431179.4444
2024-09-19,21:15:10.384,463483.3278,6431179.6703
2024-09-19,21:15:12.226,463487.4830,6431179.4256
2024-09-19,21:15:14.075,463491.5189,6431179.3373
2024-09-19,21:15:15.908,463495.6693,6431179.7046
2024-09-19,21:15:17.751,463499.9116,6431179.1528
2024-09-19,21:15:19.590,463503.9462,6431179.1988
2024-09-19,21:15:21.432,463508.1721,6431178.3668
2024-09-19,21:15:23.273,463512.3103,6431178.9256
2024-09-19,21:15:25.108,463516.4537,6431178.5993
2024-09-19,21:15:26.945,463520.5965,6431178.1784
2024-09-19,21:15:28.781,463524.7640,6431178.2886
2024-09-19,21:15:30.614,463528.7897,6431178.0387
2024-09-19,21:15:32.455,463533.0626,6431176.9593
2024-09-19,21:15:34.293,463537.1679,6431177.9600
2024-09-19,21:15:36.138,463541.3732,6431177.7943
2024-09-19,21:15:37.988,463545.4975,6431177.5309
2024-09-19,21:15:39.820,463549.6147,6431177.0149
2024-09-19,21:15:41.679,463553.7863,6431177.2792
2024-09-19,21:15:43.519,463557.9135,6431176.8327
2024-09-19,21:15:45.338,463562.0066,6431177.0248
2024-09-19,21:15:47.187,463566.1367,6431176.9907
2024-09-19,21:15:49.027,463570.2618,6431176.3130
2024-09-19,21:15:50.866,463574.4113,6431175.8562
2024-09-19,21:15:52.691,463578.5377,6431176.5263
2024-09-19,21:15:54.537,463582.7319,6431176.5841
2024-09-19,21:15:56.366,463586.8295,6431176.1105
2024-09-19,21:15:58.208,463590.9844,6431176.1554
2024-09-19,21:16:00.054,463595.1015,6431175.5989
2024-09-19,21:16:01.889,463599.2483,6431175.4226
2024-09-19,21:16:03.723,463603.3658,6431175.0060
2024-09-19,21:16:05.565,463607.4798,6431175.1773
2024-09-19,21:16:07.407,463611.6076,6431174.8506
2024-09-19,21:16:09.233,463615.6894,6431174.8396
2024-09-19,21:16:11.085,463619.8977,6431174.7325
2024-09-19,21:16:12.918,463624.0388,6431174.4833
2024-09-19,21:16:14.763,463628.1860,6431174.2725
2024-09-19,21:16:16.606,463632.3535,6431174.4766
2024-09-19,21:16:18.443,463636.4933,6431174.1674
2024-09-19,21:16:20.301,463640.6848,6431175.3980
2024-09-19,21:16:22.142,463644.7880,6431173.6841
2024-09-19,21:16:23.988,463648.9317,6431173.3862
2024-09-19,21:16:25.820,463653.0819,6431173.6037
2024-09-19,21:16:27.671,463657.2260,6431173.2581
2024-09-19,21:16:29.513,463661.3900,6431173.1441
2024-09-19,21:16:31.352,463665.5501,6431173.5778
2024-09-19,21:16:33.203,463669.7463,6431173.1742
2024-09-19,21:16:35.045,463673.8891,6431173.2631
2024-09-19,21:16:38.706,463681.9925,6431172.6662
2024-09-19,21:16:40.565,463686.1826,6431172.5797
2024-09-19,21:16:42.404,463690.3172,6431172.2064
2024-09-19,21:16:44.239,463694.4684,6431172.3555
2024-09-19,21:16:46.076,463698.5764,6431172.0479
2024-09-19,21:16:47.914,463706.7804,6431172.4633
2024-09-19,21:16:49.767,463706.9286,6431171.9462
2024-09-19,21:16:51.593,463711.0160,6431171.6536
2024-09-19,21:16:53.456,463715.0831,6431170.9740
2024-09-19,21:16:55.287,463719.3219,6431170.9879
2024-09-19,21:16:57.146,463723.4107,6431170.9772
2024-09-19,21:17:00.831,463731.8314,6431170.7664
2024-09-19,21:17:02.663,463735.8866,6431170.7251
2024-09-19,21:17:04.526,463740.0883,6431170.7965
2024-09-19,21:17:06.358,463744.0269,6431170.2257
2024-09-19,21:17:08.212,463748.0709,6431170.3515
2024-09-19,21:17:10.064,463752.2546,6431170.3278
2024-09-19,21:17:11.903,463756.3814,6431170.1403
2024-09-19,21:17:13.739,463760.5166,6431169.5539
2024-09-19,21:17:15.580,463764.6620,6431169.8754
2024-09-19,21:17:17.420,463768.8208,6431169.7290
2024-09-19,21:17:19.272,463772.9629,6431168.9905
2024-09-19,21:17:21.117,463777.1313,6431169.6318
2024-09-19,21:17:22.971,463781.4063,6431169.1108
2024-09-19,21:17:24.806,463785.4514,6431168.6381
2024-09-19,21:17:26.654,463789.6790,6431168.8742
2024-09-19,21:17:28.488,463793.7193,6431168.6382
2024-09-19,21:17:30.330,463797.8611,6431168.5499
2024-09-19,21:17:32.170,463802.0220,6431168.5399
2024-09-19,21:17:34.008,463806.1760,6431168.2534
2024-09-19,21:17:35.848,463810.3289,6431167.9236
2024-09-19,21:17:37.691,463814.4673,6431167.8482
2024-09-19,21:17:39.520,463818.5982,6431167.8086
2024-09-19,21:17:41.363,463822.7360,6431167.7451
2024-09-19,21:17:43.228,463826.9366,6431167.7316
2024-09-19,21:17:45.061,463831.0987,6431167.8293
2024-09-19,21:17:46.904,463835.2535,6431167.5446
2024-09-19,21:17:48.746,463839.4937,6431166.8309
2024-09-19,21:17:50.576,463843.6994,6431167.1848
2024-09-19,21:17:52.435,463847.9864,6431167.0939
2024-09-19,21:17:54.273,463852.1406,6431166.6155
2024-09-19,21:17:56.116,463856.3117,6431166.9240
2024-09-19,21:17:57.951,463860.5612,6431166.3890
2024-09-19,21:17:59.808,463864.7560,6431166.0995
2024-09-19,21:18:01.633,463868.8459,6431165.5247
2024-09-19,21:18:03.495,463873.0297,6431166.2173
2024-09-19,21:18:05.326,463877.1771,6431166.2001
2024-09-19,21:18:07.168,463881.5365,6431165.8553
2024-09-19,21:18:09.002,463885.7807,6431165.3146
2024-09-19,21:18:10.850,463889.9313,6431164.8566
2024-09-19,21:18:12.681,463893.9744,6431164.9622
2024-09-19,21:18:14.515,463898.0800,6431165.0260
2024-09-19,21:18:16.368,463902.2829,6431165.3605
2024-09-19,21:18:18.217,463906.4249,6431164.8155
2024-09-19,21:18:20.045,463910.5836,6431164.8806
2024-09-19,21:18:21.892,463914.7294,6431164.6723
2024-09-19,21:18:23.731,463918.8866,6431164.7447
2024-09-19,21:18:25.579,463923.0337,6431164.6875
2024-09-19,21:18:27.407,463927.2825,6431164.4319
2024-09-19,21:18:29.244,463931.4468,6431164.4064
2024-09-19,21:18:31.079,463935.5959,6431163.4158
2024-09-19,21:18:32.928,463939.7548,6431163.5515
2024-09-19,21:18:34.759,463943.7719,6431163.8884
2024-09-19,21:18:36.607,463948.0534,6431163.4981
2024-09-19,21:18:38.446,463952.2102,6431163.3314
2024-09-19,21:18:40.288,463956.3431,6431163.2616
2024-09-19,21:18:42.118,463960.4703,6431163.1533
2024-09-19,21:18:43.962,463964.6794,6431163.0796
2024-09-19,21:18:45.789,463968.7799,6431163.0381
2024-09-19,21:18:47.637,463972.9181,6431162.7661
2024-09-19,21:18:49.502,463977.1356,6431162.2840
2024-09-19,21:18:51.339,463981.3075,6431162.4032
2024-09-19,21:18:53.184,463989.3786,6431162.6822
2024-09-19,21:18:55.029,463989.6929,6431161.7819
2024-09-19,21:18:56.864,463993.7363,6431162.0469
2024-09-19,21:18:58.701,463997.8745,6431161.5489
2024-09-19,21:19:00.537,464001.9832,6431161.4620
2024-09-19,21:19:02.377,464006.2334,6431161.3125
2024-09-19,21:19:04.209,464010.3928,6431161.0642
2024-09-19,21:19:06.053,464014.5403,6431161.2259
2024-09-19,21:19:07.897,464018.8264,6431159.2863
2024-09-19,21:19:09.737,464023.0126,6431160.6569
2024-09-19,21:19:11.587,464027.2128,6431160.3198
2024-09-19,21:19:13.423,464031.3794,6431160.5118
2024-09-19,21:19:15.307,464035.6334,6431160.2936
2024-09-19,21:19:17.153,464039.7876,6431160.8756
2024-09-19,21:19:18.994,464043.9222,6431159.8625
2024-09-19,21:19:20.828,464048.0721,6431159.9121
2024-09-19,21:19:22.683,464052.2716,6431159.8144
2024-09-19,21:19:24.511,464056.3771,6431159.6101
2024-09-19,21:19:26.362,464060.5671,6431159.4972
2024-09-19,21:19:28.186,464064.6579,6431159.5537
2024-09-19,21:19:30.028,464068.7992,6431159.4681
2024-09-19,21:19:31.866,464072.9237,6431158.7863
2024-09-19,21:19:33.708,464077.0787,6431159.0323
2024-09-19,21:19:35.543,464081.2166,6431158.9351
2024-09-19,21:19:37.385,464085.3942,6431158.5433
2024-09-19,21:19:39.225,464089.5421,6431158.4922
2024-09-19,21:19:41.064,464093.6844,6431158.4855
2024-09-19,21:19:42.903,464097.8202,6431158.3091
2024-09-19,21:19:44.735,464101.9080,6431158.0702
2024-09-19,21:19:46.589,464106.1114,6431158.1820
2024-09-19,21:19:48.417,464110.1207,6431158.5002
2024-09-19,21:19:50.266,464114.4004,6431157.8880
2024-09-19,21:19:52.092,464118.4919,6431157.5044
2024-09-19,21:19:53.934,464122.6402,6431157.6434
2024-09-19,21:19:55.785,464126.8092,6431157.3487
2024-09-19,21:19:57.623,464130.9570,6431157.0777
2024-09-19,21:19:59.467,464135.1073,6431157.0115
2024-09-19,21:20:01.297,464139.2027,6431156.6887
2024-09-19,21:20:03.137,464143.3468,6431156.7596
2024-09-19,21:20:04.981,464147.5329,6431156.5686
2024-09-19,21:20:06.829,464151.6791,6431156.6871
2024-09-19,21:20:08.666,464155.7285,6431156.3308
2024-09-19,21:20:10.488,464159.8301,6431156.3611
2024-09-19,21:20:12.354,464164.0110,6431155.6558
2024-09-19,21:20:14.167,464168.2024,6431155.6938
2024-09-19,21:20:16.032,464172.3006,6431155.7598
2024-09-19,21:20:17.859,464176.3815,6431155.8195
2024-09-19,21:20:19.689,464180.5307,6431155.3874
2024-09-19,21:20:21.532,464184.6916,6431155.2692
2024-09-19,21:20:23.364,464188.8624,6431155.3407
2024-09-19,21:20:25.212,464193.1006,6431154.9786
2024-09-19,21:20:27.045,464197.2507,6431154.7476
2024-09-19,21:20:28.889,464201.3732,6431153.7596
2024-09-19,21:20:30.745,464205.4846,6431154.3808
2024-09-19,21:20:32.574,464209.5785,6431154.3894
2024-09-19,21:20:34.423,464213.7790,6431154.4376
2024-09-19,21:20:36.250,464217.9626,6431153.8557
2024-09-19,21:20:39.921,464226.2169,6431154.2288
2024-09-19,21:20:41.765,464230.4080,6431153.6066
2024-09-19,21:20:43.604,464234.5526,6431153.6739
2024-09-19,21:20:45.456,464238.7022,6431153.5045
2024-09-19,21:20:47.302,464242.7894,6431153.5414
2024-09-19,21:20:49.133,464246.8769,6431152.9873
2024-09-19,21:20:50.967,464251.0304,6431153.2654
2024-09-19,21:20:52.798,464255.2061,6431151.0358
2024-09-19,21:20:54.659,464259.2534,6431153.0946
2024-09-19,21:20:56.503,464262.9855,6431152.8334
2024-09-19,21:20:58.336,464266.9744,6431152.4122
2024-09-19,21:21:00.168,464271.1441,6431152.3287
2024-09-19,21:21:02.005,464275.2672,6431152.1497
2024-09-19,21:21:03.840,464279.3638,6431152.0977
2024-09-19,21:21:05.700,464283.5436,6431151.9158
2024-09-19,21:21:07.538,464287.8042,6431151.8566
2024-09-19,21:21:09.385,464292.0039,6431151.0467
2024-09-19,21:21:11.236,464296.1745,6431151.4793
2024-09-19,21:21:18.070,464311.5185,6431151.1578
2024-09-19,21:21:18.885,464313.4574,6431150.4844
2024-09-19,21:21:20.726,464317.6262,6431150.7422
2024-09-19,21:21:22.563,464321.6318,6431150.6579
2024-09-19,21:21:24.400,464325.8092,6431150.5597
2024-09-19,21:21:26.234,464329.9671,6431150.8429
2024-09-19,21:21:28.073,464334.1046,6431150.0832
2024-09-19,21:21:29.922,464338.2539,6431150.1183
2024-09-19,21:21:31.767,464342.4647,6431150.0443
2024-09-19,21:21:33.595,464346.5688,6431149.5223
2024-09-19,21:21:35.446,464350.7781,6431149.4558
2024-09-19,21:21:37.295,464355.0371,6431149.5085
2024-09-19,21:21:39.121,464359.1492,6431149.1537
2024-09-19,21:21:40.962,464363.3368,6431149.0392
2024-09-19,21:21:42.789,464367.4378,6431149.2118
2024-09-19,21:21:44.633,464371.5753,6431148.7764
2024-09-19,21:21:46.478,464375.7381,6431148.7753
2024-09-19,21:21:48.318,464379.8900,6431148.4015
2024-09-19,21:21:50.146,464384.0719,6431149.3287
2024-09-19,21:21:51.981,464388.1477,6431147.8151
2024-09-19,21:21:53.829,464392.3502,6431148.0074
2024-09-19,21:21:55.670,464396.2100,6431147.9806
2024-09-19,21:21:57.521,464400.2654,6431147.8245
2024-09-19,21:21:59.356,464404.3215,6431147.4987
2024-09-19,21:22:01.201,464408.4007,6431147.9020
2024-09-19,21:22:03.058,464412.7002,6431147.5120
2024-09-19,21:22:04.883,464416.7986,6431147.2063
2024-09-19,21:22:06.725,464421.2825,6431147.0015
2024-09-19,21:22:08.561,464425.6884,6431146.9267
2024-09-19,21:22:10.403,464429.9509,6431146.9770
2024-09-19,21:22:12.266,464434.0915,6431146.3297
2024-09-19,21:22:14.111,464438.2597,6431146.5973
2024-09-19,21:22:15.953,464442.5210,6431146.7142
2024-09-19,21:22:17.786,464446.5853,6431146.4283
2024-09-19,21:22:19.627,464450.8281,6431146.2521
2024-09-19,21:22:21.465,464454.9789,6431146.1601
2024-09-19,21:22:23.312,464459.1338,6431145.8626
2024-09-19,21:22:25.148,464463.2887,6431145.6800
2024-09-19,21:22:26.992,464467.4357,6431145.2337
2024-09-19,21:22:28.813,464471.5509,6431145.2617
2024-09-19,21:22:30.659,464476.0072,6431144.9656
2024-09-19,21:22:32.497,464480.2687,6431145.0630
2024-09-19,21:22:34.327,464484.4227,6431144.8989
2024-09-19,21:22:36.182,464488.6946,6431144.8030
